review,rating
Good,5
"Kebanyakan SPBU pertamina gak bisa dibayar lewat my pertamina, alasannya pembayarannya terlalu lama, mohon diperbaiki",2
nyaman,5
"Nama doang gede bumn, tpi aplikasi lemotttt",1
Luar biasa,5
Koq masih blum nih,5
Bagusss mengurangi kebocoran minyak bersubsidi,5
Aplikasi ini sangat jelek GK jelas Bolak balik foto STNK Ujung ujungx kluar sendiri gitu terus ....APLIKASI TAEEKKK BIKIN PUSING TDK MEMBANTU SAMA RAKYAT,1
Sering update,1
Puki pas update lama banget muter2,1
"setelah di update malah memuat ulang terus, gimana yaa ini. malah ribett",1
Sangat ribet,1
Mypertamina topmarkotop is the best pokok.eeee,5
Mudah sekali .. download lgs daftar lgsung dapat barcode...,5
Mudah di gunakan,5
Aplikasi maksa ...,5
Good,5
"Ribet daftar nya, baru download sudah minta update,",1
"LUPA PIN, PIN UNTUK VERIVIKASI TIDAK MUNCUL DI WA PADAHAL KEDAAN DARURAT!!. YANG BUAT APLIKASI MENYUSAHKAN ORANG LAIN..",1
"aplikasi busuk, udah daftarin kendaraan dan isi data diri.. setelah hapus aplikasi / ganti HP suruh isi data diri lagi. aplikasi sampah.",1
Yag bikin aplikasi lususan apa yah?,1
"apaan sih ni, isi minyak pun di persulit wkwkw. wajib pakai aplikasi segala balkod segala , giliran mau registrasi pun sulit. apk nya bug kode ngak masuk masuk. an jalasssss",1
Good,5
kalau bisa disemua spbu khusus kota Medan Bisa pakai e-voucer myPertamina .,5
cakep,5
aplikasi apa ini. bikin susah saja mau daftar saja susah. alasan kode lokasi tidak sesuai. apa maksud ini. janganlah bikin susah woi,1
Mantap,3
Apk gajelas,1
mantap sangat membantu,5
nice apps,5
mantap,5
Di Manado hampir semua pom bensin tidak bisa digunakan,1
-Sudah Upload Foto STNK & Foto Mobil malah terjadi kesalahan sistem - sudah upload foto STNK & foto mobil tiba² reload ulang sampai 10x Ayo BUMN Pertamina perbaiki lagi jaringannya.. 🙏,1
Gangguan sistem terus ketika daftar bbm subsidi,1
"Gajelas banget ini aplikasi, waktu log in no HP sudah sesuai, pin juga sudah sesuai, keterangannya no HP & pin salah tidak cocok, giliran reset pin dan disuruh log in ulang, tetap aja gak bisa log in dengan pin baru, tulisannya no HP dan pin tidak sesuai, GAJELAS ! Niat bikin aplikasi gak sih PERTAMINA !",1
"hai kk saya kasih bintang 5, kode OTPnya segera dikirim ya",5
oke,5
"Apps bener2 bikin frustasi,merepotkan, dari jaringan tidak stabil padahal full signal,pendaftaran kendaraan pribadi yang sistemnya tidak jelas smua kolom sudah diisi malah tidak bisa di klik,sekalas bumn aplikasi ini jelek bget andai bukan keharusan saya tidak akan mendownload apps ini muter"" 2 jam ujung2nya tetap tidak bisa dapat code QR aneh tolong di perbaikin bumn appsnya",1
oke,5
mantaaappp....,5
Ini sampah apaan sihh??? Udah kirim verivikasi OTP nggak masuk2 WA. B@B! Lah aplikasi ini. Perbaiki lagi woyyyyyyyyyy,1
gk dpt cash back. ktnya dpt cash back,5
Bgs sekali,4
"Terlalu sering update sih, masak mau bayar tiba2 minta update terus, antri panjang jadinya. Klo develop app nya, sekalian aja update nya, jgn nyicil. Waktu mau di pake App juga sering ga bisa di buka pula, wkwk mantap mmng, Thanks",2
Aplikasi Mantap mudah di gunakan,5
keren cepet lagi,5
Saya sangat puas dengan ada nya aplikasi ini,5
Terima kasih atas semuanya. Pelayanan sangat baik dan mudah.,5
"Barusan udah clear masalah ""nopol tidak sesuai"" info dari CS nya fotonya dari depan, tidak perlu sesuai dengan petunjuk di aplikasi, CS sangat membantu",4
nomor sudah di bbn minta bantuan susah customer service yang jawab robot jadi gak nyambung mau minta solusi gi mana cara ganti plat nomor dengan mobil yang sama,1
Maaf mau bertanya.. ak pernah mengisi untuk daftar barcode.. tp kayanya ak salah entri no rangka .. dan endingnya di tolak.. bagaimana untuk memperbarui nya.. supaya bisa mendapatkan barcode..,3
ok,5
Biji... Nyusahin... 15x upload foto ktp mlah kepental keluar terus dari apk... Sampah bikin ribet dan malah nyusahin..,1
Seperti sebuah game saja. NKRI ini beli bbm pake duit rupiah jg masih sulit prosesnya. Naik kendaraan umum mahal sewa jg mahal. Sudah daftar mypertamina link tautan tidak bisa di akses. Applikasi tidak berguna mending jika harga bbm murah sepeti punya tetangga sebelah..,2
oke,5
Ribet,1
gak jelas,1
Semenjak update kenapa tidak muncul kode QR ????? Sebel deh,2
Ok,5
Pom bensin udah tutup masih aja ada di maps nya mypertamina,1
Bagus program ini Untuk control bbm subsidi,4
Gmn krsinya ga kluar kluar kaco😄😄,3
"Saya sudah daftar di web dengan nik, tetapi di aplikasi tidak ada login menggunakan nik. Mohon petunjuk min",2
apk ajg,1
Sampah,1
Kenapa pembuatan barcode harus di SPBU ya... Kalau jauh dr spbu tidak bisa kirim berkas... Tapi kalau petugas SPBU yg kirim langsung bisa dan kena biaya admin 20rbu...hadeeeehhh....,2
APLIKASI TAI BIKEN RIBET MAU BELI AJH SURUH INI ITU MINTA AVDTE..UDH D AVDTE KTP D TOLAK,1
"Ribet, apps nya banyak minus, pas mau input foto ktp gabisa, padahal sudah sesuai dengan arahan pas tidak ada lebihan, tapi tetap tidak bisa, mending apus aja ganti yang lebih baik",1
Bisa mendapat barcode pertalite dan gratis admin pembayaran Gas,5
Apk masih banyak kendala. Terutama saat mau upload foto ktp susah sampai sekarang belum bisa di upload.,3
lebih praktis pakek aplikasi g ribet,5
Aplikasi bagus tapi kenapa suka gagal transaksi padahal koneksi dan saldo bagus dan ada.. tolong di perbaiki..dan tambahkan lagi via pembayarannya..,4
Mau tanya min.. Apakah apk myPertamina dengan myPertamina di google crome apakah terkoneksi. Dan apakah sudah ada barcod subsidi tepat masih harus pakai PIN claim kode QR mau transaksi?,5
"Tidak pernah bisa daftar, aplikasi apaan ini hanya menyusahkan",3
"Kendalanya sama di balikin terus ke daftar pake NIK, kalian harus coba lewat web browser. Dijamin pasti lgsg bisa, saya barusan coba. Agak laen emang ini apk mypertamina",1
Ok,5
Bagus aplikasinya,5
"Kacaw, mau tambah unit karena flat ganti, data tidak ditemukan di database. Tanya2 ke org pertamina disuruh update ke samsat, tanya2 ke org samsat suruh cek di web polantas polri, eh data ada. Berarti aplikasi my pertamina nya aja yg gk update dari polantas polri. Kacaw",1
Ngga bisa ambil digaleri stnknya,5
"Tolong dipermudah aplikasi ini, terlalu sulit, pendaftaran,barcode sering di pakai,org lain yang mendaftar.",1
pas,5
Cek barcode malah hilang stlh update. Kamprett ni apk. Geblek,1
Good,5
Susah untuk masuk ke akun baru,5
apilaksi tidk berguna...menyusahkan rakyat..,1
"Di pom sering tidak bisa menggunakan aplikasi ini,dengan alasan sistem lagi bermasalah",1
SELALU KESALAHAN SISTEM......TEPAT SASARAN.. SEOLAH2 BERPIHAK PADA RAKYAT KECIL...,1
mantap,4
pas mau ngisi data diri upload ktp aja malah gak bisa pemerintah ni bikin juga aturan tp pas mau daftar tp dinpersulit utk pendaftaran nya,1
ok,4
Apasi foto ktp aja gak bisa kocak,1
Daftar susah....ribet,1
Makin Parah untuk login saja kagak bisa barcode di scan bisa tapi nomor plat kadang tidak muncul,3
"Ga usah bikin aplikasi kalo ga proper,berhari-hari daftar kesalahan system mulu,bikin perturan ga boleh ngisi full di pom bensin tapi aplikasi nya ga memadai, MENGECEWAKAN",1
ok,1
Aplikasinya gak jelas udah ngisi data lengkap pada saat kirim pendaftaran Malah Terjadi Kesalahan kalo belum siap dengan aplikasi ini jangan dlu deh... Bikin susah isi BBM aja katanya harus pake Barcode pas mau daftar susahnya,1
Payahhhh saya mau nambah unit ga bisa trus kalau mau isi unit saya yg satu lagi gimana? Nanti kalau saya pakai qr mobil saya yang lain di bilang melanggar hukum kalau ga gitu gimana coba kalau mau isi bensin di SPBU!,1
"Sudah Coba Masuk Dengan No yang Benar Tapi Tetap Tidak bisa Katanya Format tidak Tepat, Trus Yang TepatNya Bagaimana???? Admin Tolong Dong",1
Tidak Bisa daftar. Tidak bisa centang SAYA SETUJU DAN MEMAHAMI,3
"Ini dari tadi saya registrasi akun baru aja tidak berhasil selalu gagal sistemnya, bagaimana proses selanjutnya, masa sekelas BUMN PERTAMINA seperti ini sistemnya kalah sama KAI, kami konsul lewat email pun hanya disuruh bersabar menunggu dan mencoba kembali jawabannya, kelihatan tidak profesional sekali",1
terbaik,5
"Program setan, penipu rakyat. Subsidi yg dibatasi, otaknya mengambil pajak rakyat",1
Sudah dicoba berkali kali mau masukin kartu tidak bisa. Mau isi jadi ribet. Yang normal sajalah klo seperti ini saja tidak bagus sistemnya.,1
Baru download sudah minta pin.padahal pin saja blom punya.diminta isi nomer telp pin nya tidak dikirim juga.ini aplikasi bisnis lakukan semua tindakan dengan jujur dan profesional jangan menyusahkan,2
Alhamdulillah bermanfaat..beberapa fitur tak bisa dibuka karna hp saya.. setelah saya ganti bisa,5
"Apk aneh. Sudah daftar akun, begitu di daftarin subsidi tepat BBM selalu gagal, katanya akun tidak di temukan. Lucu",1
Sangat membantu,4
Kami belum ada notifikasi ke mail setelah mendaftar. Sudah beberapa bulan... Bagaiaman solusi?,5
harusnya top up nya tidak bergabung sama link aja,4
Mau daftar suruh masukan pin ga tau .akhirnya coba lupa pin mau dikirim lewat waatsaap atau SMS ga di kirim2 Ampe batasnya cuma lima .cara pemberitahuan nomer pin ape yg ke 4 ga juga di kirim lewat waatsaap atau SMS apa ga bikin kesel,1
Lumayan baik,5
habis update suruh login ulang & data kendaraan yg terdaftar malah hilang programmer tolol bikin algoritma gk becus,1
Mencoba untuk melakukannya,5
"Programnya gak jelas untuk barcode pertalite, masa mobil mewah bisa juga pake pertalite, hallooooo pertamina tujuan pembatasan subsidi gimana maksudnya nih saya gak paham, percuma pake barcode tapi mobil mewah masih isi pertalite. Gak Jelas Banget Programnya.",1
"aplikasi banyak bug, g jelas. apliaksi malah bikin rumit masyarakat",1
Lumayan,4
My pertamina the best,5
Good,5
"Mau dihubungkan ke kartu kredit untuk pembayaran GAGAL terus. Udah kirim DM dan email, cuma disuruh nunggu udah 2minggu lebih. Ya wajar sih, kalo bukan perusahaan swasta ya pasti banyak kurangnya",1
"memudahkan segala transaksi,banyak untunya",5
"Untuk form pendaftaran subsidi tepat gak skalian poto bpkb nya aja min, biar lengkap, nopol sm no rangka aj sebenarnya udah cukup min kan bisa integrasi ke data samsat 😔😪",3
buatkan antrian khusus untuk user mypertamina,2
"Website&Aplikasi untuk Subsidi Tepat sangat BUSUK. Diwajibin daftar, tapi sistem kalian masih buruk. Sering error, ndak bisa diproses. 1x, 2x, 3x? Tentu tidak. Sudah dari berbulan2 bulan lalu. BENERIN DULU SISTEM & 'INFRASTRUKTUR DIGITAL' Kalian yang buruk ini. Kalau belum siap, gausah deh soksokan bikin peraturan wajib ini itu. Update:makin Busuk. Ditolak petugas SPBU isi BBM karena d aplikasi Busuk ini, mobil pribadi saya trcatat beroda 8. tak da pilihan u/ edit. Pdhal Foto&no.plat jelas.",1
"Aplikasi kocak!! Hubungin kartu debit susah bener, nomor telpon tidak terdaftar, padahal buat rekening nya pake nomor itulah",1
Mau isi subsidi tepat tapi ga bisa....solusinya min?,2
My pertamina solusi negeri menghadirkan energi subsidi.,5
"Aplikasi angel, sistem kameranya ga jelass login banyak yang masih error sehingga harus pake calo,,nyusahin!",1
Oke,5
"Selevel pertamina buat aplikasi saja masih pakai webview untuk core feature? Yg benar saja. Duit banyak buat apa? Apa semahal itu buat punya tim IT yg dedicated? Setidaknya kalo koar2 punya aplikasi, ya buat lah aplikasi native yg benar2 native. Fitur subsidi itu salah satu killer feature, tentunya banyak pemakainya. Masa fitur demikian d buat d webview? Tiap mau pakai mesti login lg login lg. Apa justifikasi penggunaan webview? Ini bukan aplikasi vendor kan? Pertamina lo yg punya. Malu2in.",1
Sangat praktis,5
Angkuta barang,1
Saya sudah lama mendaftar barcod tapi kok susah ya,5
sangat membantu di saat genting,5
Keren,5
Gak Ada Daftar,5
Oke,5
"Aplikasi belum Final Maksimal sudah terburu-buru di Launching, giliran user mau daftar atau masuk, kesulitan, mana lagi aplikasi juga sangat berat, kode OTP ataupun email selalu telat Respon, yang bener kalau buat aplikasi yang ingin memudahkan masyarakat, jangan asal-asalan asal jadi ...",1
"Smpe skrg sy mauu dftr tidak bisa, minta otp GK di kirim2. Tiba2 kesempatan anda tinggal 3 x. Aneh...",1
Susah masuk nya sudah di kasi Imel dan nomer hp aktif tidak juga muncul kode otp nya mohon la Pertamina perbaiki lagi,1
"Mau daftar, tp Kode otp tidak d kirim2 gmna mau daftar.",3
lebih mudah pembayaranya. mantap lah,5
"Kalo Sistem Gak Ready Jangan Maksa pake QR Code, Udah sebulan lebih coba daftar untuk QR Code Subsisi Pertalite. Ketika mau ngirim data foto sm STNK, Sistem Gangguan terus, coba lagi terus. Bilang aja nyuruh beli Pertamax.",1
"Aplikasi buat nyusahin rakyat. Kirain bakal langsung bisa isi BBM ternyata gangguan. Udah bensin kedip"" wkwk",1
Verifikasi lama. Sudah lebih dari 14 hari belum ada konfirmasi,1
"Tolong dong dibenerin aplikasinya, masak tiba2 barcode terblokir. Mau daftar ulang sistem bermasalah.",2
"Sudah coba berkali kali buat akun, yang muncul *terjadi kesalahan pada sistem silahkan coba beberapa saat*",1
Bohong,1
Bikin barcode aja susahnya setengah mati salah ini salah itu lah foto gak jelas lah itulah udh diganti foto nya masih aja.. udh dicoba tetap aja gk bisa sampe di tolak akhirnya kecewa sih,1
Top joss,5
Ribett bgt daftar nya kebanyakan ini itu,1
"Beli bbm pakai duit sendiri tapi dibuat ribet, ini bukan membantu tp malah mempersulit",1
udah cukup bagus dengan sering minta update,4
Baik,3
Mohon QR jangan sering ke restad,5
bagi voucher lagi nanti aku kasih tambah bintang lagi,3
membantu konsumen saat bertanya,5
"Beli pertamax series di hari senin tiba-tiba jaringan ngadat, akhirnya diminta oleh petugas spbu bayar cash, jadi fungsi aplikasi ini apa? Di coba setiap senin hampir selalu seperti itu.",1
Aku lg mau dftr barcode...eh br bikin akun aja udh ga bs...malah balasanya maaf kesalahan teknis...aplikasi apaan ini...katanya mudah bikinya...malah d persulit iya...tlg bantu dong kelancarannya....,1
"ini app nya udah bener belum??? bijin app jangan yg nyusahin penggunanya dong, app penting harusnya sdh ready dan mudah d gunakan, jgn asal aja klo bikin app yg kiranya penting bagi pengguna.",1
Saya dari tadi daftar gak bisa 2 Padahal sudah lengkap semua data datanya..👎,1
ok,5
"Saya hanya menggunakan Kartu Pertamina pada saat isi BBM dan lancar. Saya sudah Pensun & tidak ada penghasilan. Kaki juga diamputasi, karena sakit. Terimakasih Pertamina.",5
Aplikasi KOOONTOOL INDONESIA BANYAK GAYA,1
"Susah daftarnya, sudah ngikutin petunjuk jawabanya ada kesalahan sistem! Aplikasi buat cari untung tambahan ini mah! KAMI BERHAK ISI PERTALITE TAPI SUSAH DAFTAR BARKOT, SEMENTARA SAYA ISI 5HELL LEBIH YAKIN YG INI DARI PETROMAX!",1
"Mau bikin akun subsidi tepat, sdh 1 bln lebih nggak bisa. Ada kesalahan di sistem. Aku harus gimana min?",1
good,5
"Aplikasi suka eror,,,gimna mau daftar subsidi tepatt,,,tolong di perbaiki",1
"Eror aplikasinya, kok bisa nomor saya sudah terdaftar padahal belum saya daftarkan",1
Najis bgt soso an pe aplikasi tapi tiap mau isi bnsin g bisa ke aplikasi eror terus. Tolol,1
mudah tanpa harus bawa uang cast,5
"Sekelas BUMN bikin aplikasi yg benar saja tidak bisa. Carilah Pegawai yg kompeten dibidangnya. Buang buang anggaran saja. Dikritik bukanya bebenah, bikin kesel ini aplikasi, gagal memuat terus, kode otp lelet. Memalukan",1
"Kalo belum siap apk ny gk usah dipaksa aturan kayak gini,data foto gak di acc,giliran mw diubah pas upload foto balik lagi ke login",3
"Akun subsidi tepat tidak bisa dibuat, karena kesalahan sistem",5
Mantab tanpa ngantru panjang,5
"Bang punya saya permohonan nopolnya sudah di setujui, tapi setelah saya daftar ulang kok tetep keluar (nopol anda sudah terdaftar) tolong pihak my Pertamina lebih baik lagi dalam bekerja..saya sudah muak dengan hal ini .. tolong konfirmasinya. Saya sebagai rakyat Indonesia merasa kesulitan dengan kebijakan aneh ini.",1
"rumit kode pin leewat sms gx masuk,lewat WA pun jg tdk masuk",1
"Masih perlu diperbaiki, Tidak bisa menggunakan E-voucher saat pembayaran bahan bakat pertamax, hari senin 2 desember 2024",1
Susah banget,5
"Saya masyarakat di daerah yg jauh dari SPBU dengan jalan keluar masuk kampung off-road, saat ini kami kesulitan pertalite, APA SOLUSI Dari PEMERINTAH ( Pertamina )UTK MASLAH KAMI INI, ??? apakah subsidi hanya utk rakyat yg di perkotaan dan dekat dengan SPBU, lalu kami yg jauh dari SPBU tak layak dapat subsidi, fasilitas jalan layak juga kami tak dapat, Apakah sudah menjadi rencana program pemerintah, bahw masyarakat perkampungan jauh dari kota dan SPBU Pakai bahan bakar non subsidi 🤦😇🤕",1
"Mau ganti kata sandi loading terus gak bisa2,,tolong donk pengembang apk nya,,sistemx di perbaiki lagi",2
Bagus,5
"Kenapa mau login no hp gak bisa , keterangan format yang dimasukkan salah",1
Ribet! SPBU minta code QR baru isi bensin. Aplikasi aja lemot.,1
"Aplikasi ini tidak melindungi data , data bocor , 2 hari gak pakai kuota , tapi tiap hari kuota selalu habis terpakai , bagaimana tanggung jawab Pertamina ?",1
"Ribet pembelian harus pake barcode sedangan kan bensin eceran masih banyak berkeliaran, gimana syetemnya, harus nyogok 10rbu gitu baru dilayani seperti pembeli bensin eceran",1
"gangguan server, belum siap aplikasi jgn launching, mahal nyusin warga",1
siap tak jelas may daptar Ana sudah tapi but aturan gak masuk akal,2
Bagus,5
Tolong diperbaiki sudah seminggu mengalami bug terus untuk meng-upload KTP susah sekali.,1
Aplikasi marai setres haha,1
ok,5
binatang. GOPAY KENAPA ILANG AH BINATANG LOE APK PEMERINTAH. TAU GITU GUA ISI SHELL,1
"Setelah foto mobil, aplikasi kembali ke pendaftaran.. tidak ada muncul kode QR atau dapat PIN claim utk kode QR, cek d email sudah terkonfirmasi.. mohon solusi ny.. Terima kasih sudah d balas min.. sudah bisa dengan petunjuk nya..",5
"Aplikasi kurang stabil, jgn makan gaji aja gede, kinerja kalian NOL besar sekelas BUMN apa kalian masuk karena orng dalam gtu ya tanpa seleksi ketat, mending pake Aplikasi pom sebelah stabil",1
Memuat ulang terus,1
"Hidup sudah susah malah makin dibuat ribet.. sebelumnya kalian katakan bbm kelewat murah, akhirnya kalian naikan berulang ulang, sesudah naik sesuai keinginan kalian malah dibuat ribet juga dgn barkot segala, saat mendaftar tak bisa bisa masuk juga..",1
Baru jga download mau daftar nomor telepon sudah terdaftar aduhh kacau ini mah....,1
"Gimana ini..? Upload KTP gagal, upload STNK juga gagal.. pdhl format udh bener.. sampai capek sendiri mau buat akunnya",1
Ok,5
"Sekarang foto STNK harus langsung, kasian saudara saya yang di luar kota mau di bikinin kode QR. Sudah tidak bisa ambil di GALERI APA PENYIMPANAN LAINNYA....!!!!",1
Good,5
Sangat membantu,5
"Sangat sulit sekali untuk pembuatan selalu gagal di bagian foto keluar"" sendiri sangat nggak jelas",1
mantap,5
Data udh benar knpa gbisa vrivikasi imail?,1
"Semakin kesini semakin ribet dan susah menggunakan aplikasi ini,,setiap login menggunakan otp mana pas digunakan selalu log out sendiri serta untuk proses upload stnk susahnya minta ampun karena tidak ada fitur upload dari galeri penyimpanan,,tolonglah dipermudah dan lebih disederhanakan lagi aplikasinya karena tidak semua orang bisa menggunakannya.",1
"Aplikasi yang membingungkan,padahal sudah terdaftar 3 mobil sekarang malah gak bisa dibuka dengan catatan NIK ktp tidak terdaftar,tolong diperbaiki lagi",1
Parah ga bisa bikin barcode,1
Menyusahkan,1
Susah barcode nya,5
"Saya mau daftar, namun sistemnya error terus. Tolong perbaiki. Terima kasih",1
"Aplikasi jelek. Menyulitkan proses pembayaran, khususnya bagi WNI lanjut usia 😇🙏🏻",1
Mantap,5
wah mantap nih,5
Terimakasih,5
Okej,5
apk yang sangat buruk tidak ada pemutakhiran dalam mempermudah pembuatan barcode,1
good job,5
Bermain sepak bola,5
"Tolonglah bug di perbaiki, masa iya masuk harus muat ulang mulu Mana OTP kadaluarsa cepet banget",4
BBM dgn harga paling murah ya hanya d Pertamina ..,5
"banyak bug kocak, gimana mau isi bensin ini",1
Biar orang lain yang menceritakan nya hehe,1
tolong diperbaiki lagi bug nya admin/developer pada aplikasi trdpt ada bug di saat pengisian PIN klaim QR kode karena sudah merasa benar yg dimasukan malah error.,3
ok,5
Ini gimana tinggal aplout foto ktp selalu gagal terus,1
"Benerin dulu lah appnya, baru deh bikin aturan soal barcode. Gimana mau dapet barcode kalo register aja error mulu !",1
Ribet,1
"Mobil baru beli dan mau daftar ternyata sudah terdaftar ke pemilik yg lama,mau daftar ulang tidak bisa...masalahnya di mana...mobil punya sendiri,surat lengkap,kok tidak bisa",1
masih mumet,5
"Ribet penambahan unit nya, Cukup Foto Stnk dan Kendaraan cukup harusnya, Diulang beberapa kali gagal terus........ Wes karepmu lah",1
Gabis bisa daftar upload foto nya,3
"Aplikasi sering tidak bisa di buka, lagi di beranda sangat tidak bermanfaat dan terlalu memaksakan masyarakat menggunakannya padahal devlover aplikasi masih belum sempurna",1
bagus,5
Baru buat akun dan perlu barcode,5
Aplikasi paling ngeselin buat ngelengkapi data diri susah bgt Klik ambil foto g bersungsi sama sekali tolong di perbaiki dengan sesegera mungkin agar bisa di gunakan sebagai mana mestinya,1
mantap jiwa,5
Mantap,5
"Jumlah ban otomatis tapi tidak sesuai, masa mobil roda 2. Masa tronton roda 4 ga jelas",1
Seharusnya kalo blum siap jgn bikin sistem yg aneh-aneh.saya daftar GK bisa.terjadi kesalahan pada sistem coba beberapa saat lagi.katnya haduhhh,1
sudah buat sandi tapi sandi lemah sandi lemah gimana mau daftar,1
"Pelayanan ramah tapi masih kurang cepat pengirimannya belum tahu sampai dimana katanya sudah diproses, video call 135 tolong diperbaiki masa harus nunggu antrian panjang kita perlu makanya menghubungi, satu lagi jika panggilan ke Call Center 135 banyak makan pulsa ini sangat memberatkan kami, bensin mobil keburu mengering BBM pesanan belum juga ada kabarnya duh!",3
Bobok...,1
"Ribet pakai aplikasi nya, gak bisa daftar",1
gangguan gak bisa bayar,1
okeee,5
mantap pelayanan prioritas,5
"Tidak bisa klik tombol daftar,",1
Joss tenan ....Maju terus My Pertamina,5
sangat simple,5
Ok,5
mantap,5
"Saya mau bikin QR code tapi kok susah banget,data sudah input tapi kok seperti nggak ada respon,kalau memang bisa mudah kenapa harus dibuat sulit......🤦",4
"section page terkadang sulit ditemukan , perbarui lagi",1
"Ini aplikasi gak berguna dan mempersulit, registrasi subsidi BBM untuk kendaraan gagal terus. Mudahan jadi perhatian oleh pak presiden",1
Jos,5
Selalu mulai dari awal setelah menagambil foto untuk pendaftaran,1
Makin kesini App nya makin gajelas,1
semoga banyak promo nya sehingga active user nya meningkat,5
Akun tiba tiba ga bisa masuk,1
Mohon ma'af untuk time pertamina Tolong jangan di persulit pendaftaran (MY PERTAMIN) berikan kemudahan untuk golongan ekonomi lemah.,5
tidak bisa upload foto stnk?,1
sudah 3 ktp yg saya masukin. semua tidah bisa masuk. no ktp dan sandi anda tidak bener. merepotkan rakyat,1
baik,5
"Ketika memasukan foto STNK harus di foto langsung, opsi pilih foto di galeri di hapuskan, sangat mempersulit",1
Kalau buat apk itu yang bener. Biar keliatan profesional... Kalau memang gk bisa ya dibuatkan agen jangan buat sendiri atau tender orang dalam. Aplikasi kok ribet banget...,1
Ngga bisa klik Daftar tolol,1
sangat membantu di saat gak pegang uang tunai,5
Sangat tidak baik terjadi kesalahan terus. sudah pakai chrome tetap tidak bisa pembuat nya sangat tidak becus mempersulit hidup,1
"Nomor rangka tidak bisa di input. Kalau diinput huruf, baru 4 digit huruf langsung terhapus sendiri.",1
mantap,5
Sekarang my pertamina makin susah jejas jelah jumlah roda 6 malah ter tera jumlah roda 4 udah gak bisa di edit jumlah rodanya .my pertamina sekarang menyusah kan para driver untuk cari makan.bukannya membantu malh makin menyusah kan.,1
"Ya ampun begini amat ya daftar subsidi Gagal mulu, ini klik ambil foto knpa ga muncul muncul kamera. Ini yg ga bisa hp sy atau aplikasi nya sih.....",1
Simple,5
"Produk bumn suka aneh memang, kode OTP lama banget dikirim mau inout datanya susah minta ampun ,budget bikin app nya gede tpi luar biasa jelek app nya",1
Makasih,5
Recommended,5
"Ribet asli Ribet banget Mau dapet barcote ribet banger,ga bisa ap di permudah lagi,kasi bintang 2 Dulu",2
Semudah itu. Mantap my Pertamina,5
Keren,5
"banyak yg tidak menerima pembayaran voucher mypertamina untuk pengisian sepeda motor di spbu pertamina dengan alasan hanya untuk roda empat lah atau tidak menerima pembayaran voucher tpi di apk nya mengumumkan kalo spbu itu sudah support mypertamina,sulit menemukan pengisian yg bisa menerima pembayaran via aplikasi my pertamina. semoga kedepannya bisa di perbaiki lebih lanjut sistem pembayarannya.",3
"Aplikasi tolol , gmna mau maaju apa apa di persulit,, .nungggu 14 hr kerja ,klamaan , ngapainn aja. Kerja. Nnya,,",1
Bagus,5
"Mohon maaf, tapi aplikasinya tidak sesuai ekspektasi,,, banyak kendala dlm input data hanya demi sebuah ""Barcode""",1
"Ini mau daftar gabisa terus. Ada keterangan ""halaman tidak dapat dimuat"", udh 3 hari bikin masih aja disuruh berkala, aplikasi tolol, klo ngga niat gausah aneh2 pake segala bikin barcode",1
Guhuu,5
"apa sih mau kirim data malah terjadi kesalahan sistem mulu, benerin dulu apk nya ego baru di wajibin buat masyarakat",1
bagus,5
tidak di semua SPBU bisa bayar mypertamina,4
"Sdg proses upload foto ktp, stnk dan mobil, stlh selesai malah minta diulang dr awal lagi. Semua kolom yg sblmnya sdh diisi kosong lagi. Berkali2 spt itu. Usaha terakhir 2024 tetap balik ke awal2. Aplikasi mempersulit pelayanan",1
"Mantap , cuma ada SPBU yg masih belum bisa menggunakan my Pertamina",5
puas,5
oke,4
Sering ganguan,5
"Ribet menggunakannya, dan sering muncul menu login, padahal sudah masuk. Susah dapat barcode Kode otp tdk dikirim-kirim, dan tdk ada minta otp baru😟",1
"ribe dan nyusahin,minta nik berulang2 mau login minta kode QR gagal alasannya kendaran tidak terdaftar sama dengan NIK, padahal stnk dan ktp ya 1 nama beli dari baru.apk paling.ribed dan ga bermutu",1
Mantap,5
mantap,5
Oke,5
mudah di gunakan,5
Ok,5
"Sya sdh daftar agustus lalu, pas sdh d pom mau beli pertalite ternyata barcode nya ga bisa d gunakan, ktany sruh update, stlh update malah ga ada barcode ny. alhasil ga boleh beli pertalite, dan d suruh daftr lagi mulai awal, udah dpt barcode yg baru, tg7 des, eh sekarang tgl 12 des sya cek d aplikasi ilang lagi barcode ny....aplikasi apa sih ini mempersulit rakyat...",1
Upload STNK mohon bisa lewat galeri seperti sebelum updatenya terbaru...,5
Ya pelayanan sampai saat ini baik dari spbu,5
aplikasi gajelasssss blasss mending ke pom bensin Shell gaguna subsidi kamprettt masak dibilang nopol berbeda pdhl baru kmren ngurus pajak matalu sowek gajelas bangetttt. verifikasi ditolak terus alasan nopol gak sesuai,1
"Histori transaksi tidak muncul di aplikasi,tolong diperbaiki min.Kuota pertalite saya kadang sudah habis padahal belum isi BBM sama sekali",2
"Tolong tambahin fitur pilih foto pada saat memasukkan foto STNK sama seperti saat memasukkan foto kendaraan agar supaya foto STNK diedit terlebih dahulu agar jelas karena STNK ada hologramnya yg membuat foto STNK tidak terlihat semua hurufnya, kalau difoto langsung tidak semua hp cameranya jelas. Kalau membuat aplikasi tolong pastikan penggunanya tidak repot seperti ini.",3
susah banget mo daftar barcode subsudi tepat,3
